index	species	genome build	chromosome	start	end	element #	any activity
2289	>Mouse	mm9	chr11	112641565	112642353	 element 635 	 positive  
2290	>Mouse	mm9	chr11	112874947	112876275	 element 636 	 positive  
2291	>Mouse	mm9	chr11	112907165	112907831	 element 637 	 negative 
2292	>Mouse	mm9	chr3	35001233	35002696	 element 639 	 negative 
2293	>Mouse	mm9	chr3	35239328	35240939	 element 640 	 negative 
2294	>Mouse	mm9	chr15	60989192	60990286	 element 641 	 positive  
2295	>Mouse	mm9	chr15	60684551	60685842	 element 642 	 positive  
2296	>Mouse	mm9	chr15	63506392	63507808	 element 643 	 negative 
2297	>Mouse	mm9	chr2	160070229	160070893	 element 645 	 positive  
2298	>Mouse	mm9	chr1	194624287	194626894	 element 646 	 positive  
2299	>Mouse	mm9	chr13	15756187	15757138	 element 652 	 positive  
2300	>Mouse	mm9	chr13	16102853	16104685	 element 653 	 negative 
2301	>Mouse	mm9	chr17	44859063	44860738	 element 657 	 positive  
2302	>Mouse	mm9	chr8	91526103	91528596	 element 659 	 negative 
2303	>Mouse	mm9	chr1	11016121	11018625	 element 663 	 negative 
2304	>Mouse	mm9	chr1	12604893	12607403	 element 664 	 negative 
2305	>Mouse	mm9	chr1	34046581	34049085	 element 665 	 negative 
2306	>Mouse	mm9	chr1	84545385	84547922	 element 666 	 negative 
2307	>Mouse	mm9	chr2	57194360	57196867	 element 667 	 positive  
2308	>Mouse	mm9	chr2	65830185	65832690	 element 668 	 negative 
2309	>Mouse	mm9	chr2	115693724	115696239	 element 669 	 negative 
2310	>Mouse	mm9	chr2	125317131	125319646	 element 670 	 negative 
2311	>Mouse	mm9	chr2	137678066	137680577	 element 671 	 positive  
2312	>Mouse	mm9	chr2	166266120	166268627	 element 673 	 positive  
2313	>Mouse	mm9	chr3	70115222	70117737	 element 675 	 negative 
2314	>Mouse	mm9	chr4	89135610	89138124	 element 677 	 negative 
2315	>Mouse	mm9	chr5	99796912	99799425	 element 678 	 positive  
2316	>Mouse	mm9	chr5	102802274	102804782	 element 680 	 positive  
2317	>Mouse	mm9	chr6	99836857	99839366	 element 681 	 negative 
2318	>Mouse	mm9	chr6	101229924	101232500	 element 682 	 negative 
2319	>Mouse	mm9	chr7	59026332	59028835	 element 683 	 positive  
2320	>Mouse	mm9	chr7	59223828	59226331	 element 684 	 negative 
2321	>Mouse	mm9	chr7	115940121	115942627	 element 686 	 positive  
2322	>Mouse	mm9	chr7	131181868	131184377	 element 687 	 positive  
2323	>Mouse	mm9	chr8	8102246	8104749	 element 688 	 negative 
2324	>Mouse	mm9	chr9	68642365	68644871	 element 690 	 negative 
2325	>Mouse	mm9	chr10	36203387	36205893	 element 693 	 positive  
2326	>Mouse	mm9	chr10	87330979	87333483	 element 694 	 positive  
2327	>Mouse	mm9	chr10	98145716	98148223	 element 696 	 negative 
2328	>Mouse	mm9	chr10	122205088	122207594	 element 697 	 negative 
2329	>Mouse	mm9	chr11	24999105	25001616	 element 698 	 negative 
2330	>Mouse	mm9	chr12	54764089	54766601	 element 701 	 negative 
2331	>Mouse	mm9	chr13	63727252	63729759	 element 702 	 positive  
2332	>Mouse	mm9	chr15	35461972	35464559	 element 703 	 positive  
2333	>Mouse	mm9	chr18	69068983	69071495	 element 708 	 positive  
2334	>Mouse	mm9	chr1	54961825	54965420	 element 711 	 negative 
2335	>Mouse	mm9	chr1	164004162	164007691	 element 712 	 positive  
2336	>Mouse	mm9	chr1	164760588	164764098	 element 713 	 positive  
2337	>Mouse	mm9	chr2	33730850	33734359	 element 716 	 positive  
2338	>Mouse	mm9	chr2	59435993	59439506	 element 717 	 positive  
2339	>Mouse	mm9	chr4	5723974	5727483	 element 718 	 positive  
2340	>Mouse	mm9	chr4	32388878	32392385	 element 720 	 positive  
2341	>Mouse	mm9	chr5	115938399	115941915	 element 723 	 negative 
2342	>Mouse	mm9	chr7	117306323	117309835	 element 725 	 positive  
2343	>Mouse	mm9	chr7	75272248	75275752	 element 727 	 negative 
2344	>Mouse	mm9	chr7	90960428	90963938	 element 729 	 positive  
2345	>Mouse	mm9	chr9	41697093	41700596	 element 734 	 positive  
2346	>Mouse	mm9	chr9	109795468	109798972	 element 736 	 negative 
2347	>Mouse	mm9	chr13	22064974	22068480	 element 743 	 negative 
2348	>Mouse	mm9	chr13	60247042	60250560	 element 745 	 positive  
2349	>Mouse	mm9	chr17	48125245	48128746	 element 751 	 positive  
2350	>Mouse	mm9	chr17	29599358	29603061	 element 755 	 positive  
2351	>Mouse	mm9	chr1	167977609	167981010	 element 757 	 positive  
2352	>Mouse	mm9	chr10	79302606	79305114	 element 758 	 negative 
2353	>Mouse	mm9	chr8	80246883	80247838	 element 759 	 negative 
2354	>Mouse	mm9	chr8	80231093	80232132	 element 760 	 negative 
2355	>Mouse	mm9	chr8	80195632	80196541	 element 761 	 positive  
2356	>Mouse	mm9	chr10	30948697	30949670	 element 762 	 positive  
2357	>Mouse	mm9	chr10	30772887	30773894	 element 763 	 positive  
2358	>Mouse	mm9	chr10	30753857	30755385	 element 764 	 positive  
2359	>Mouse	mm9	chr10	30992459	30993481	 element 765 	 negative 
2360	>Mouse	mm9	chr10	30717463	30718805	 element 766 	 positive  
2361	>Mouse	mm9	chr10	30747625	30748534	 element 767 	 negative 
2362	>Mouse	mm9	chr16	92344712	92345892	 element 768 	 positive  
2363	>Mouse	mm9	chr16	92340779	92342260	 element 769 	 positive  
2364	>Mouse	mm9	chr5	77558905	77560018	 element 770 	 positive  
2365	>Mouse	mm9	chr14	55615731	55616061	 element 771 	 positive  
2366	>Mouse	mm9	chr4	64898269	64900771	 element 774 	 positive  
2367	>Mouse	mm9	chr2	65500451	65502962	 element 777 	 positive  
2368	>Mouse	mm9	chr11	117726724	117728992	 element 780 	 positive  
2369	>Mouse	mm9	chr10	52461618	52464960	 element 782 	 positive  
2370	>Mouse	mm9	chr9	54182839	54185364	 element 786 	 negative 
2371	>Mouse	mm9	chr1	129450942	129453456	 element 790 	 positive  
2372	>Mouse	mm9	chr14	25468997	25471496	 element 794 	 negative 
2373	>Mouse	mm9	chr12	72633255	72635754	 element 795 	 positive  
2374	>Mouse	mm9	chr12	110746134	110749179	 element 799 	 positive  
2375	>Mouse	mm9	chr6	3459886	3464285	 element 801 	 negative 
2376	>Mouse	mm9	chr13	46727660	46731161	 element 813 	 negative 
2377	>Mouse	mm9	chr4	54624098	54627608	 element 814 	 positive  
2378	>Mouse	mm9	chr12	92916017	92919523	 element 815 	 positive  
2379	>Mouse	mm9	chr16	91139390	91142515	 element 817 	 positive  
2380	>Mouse	mm9	chr17	27000516	27003611	 element 824 	 negative 
2381	>Mouse	mm9	chr14	99407818	99411860	 element 829 	 positive  
2382	>Mouse	mm9	chr5	12505539	12509076	 element 832 	 positive  
2383	>Mouse	mm9	chr17	26948554	26952485	 element 843 	 negative 
2384	>Mouse	mm9	chr8	59825977	59829933	 element 844 	 negative 
2385	>Mouse	mm9	chr9	47086595	47090797	 element 845 	 negative 
2386	>Mouse	mm9	chr8	59838061	59841881	 element 847 	 negative 
2387	>Mouse	mm9	chr11	57741092	57744838	 element 849 	 positive  
2388	>Mouse	mm9	chr9	47086595	47090797	 element 870 	 negative 
2389	>Mouse	mm9	chr8	93262503	93266310	 element 871 	 positive  
2390	>Mouse	mm9	chr11	96744632	96749165	 element 876 	 positive  
2391	>Mouse	mm9	chr6	94703092	94707434	 element 878 	 positive  
2392	>Mouse	mm9	chr18	61064203	61066875	 element 879 	 positive  
2393	>Mouse	mm9	chr13	77685726	77688999	 element 881 	 positive  
2394	>Mouse	mm9	chr3	99063702	99067487	 element 888 	 positive  
2395	>Mouse	mm9	chr3	99036850	99040479	 element 890 	 negative 
2396	>Mouse	mm9	chr7	122739352	122742708	 element 897 	 negative 
2397	>Mouse	mm9	chr9	87943415	87945786	 element 898 	 positive  
2398	>Mouse	mm9	chr1	93859505	93862537	 element 901 	 positive  
2399	>Mouse	mm9	chr8	14071980	14074029	 element 907 	 negative 
2400	>Mouse	mm9	chr5	122375617	122377688	 element 911 	 negative 
2401	>Mouse	mm9	chr1	5011681	5014381	 element 912 	 negative 
2402	>Mouse	mm9	chr2	160277041	160278323	 element 915 	 negative 
2403	>Mouse	mm9	chr19	58493721	58494961	 element 916 	 positive  
2404	>Mouse	mm9	chr13	119524331	119526220	 element 917 	 positive  
2405	>Mouse	mm9	chr13	119594698	119595931	 element 918 	 negative 
2406	>Mouse	mm9	chr8	26550660	26552575	 element 919 	 positive  
2407	>Mouse	mm9	chr5	111684904	111686863	 element 920 	 negative 
2408	>Mouse	mm9	chr5	112104093	112105425	 element 921 	 positive  
2409	>Mouse	mm9	chr13	48874993	48876671	 element 922 	 positive  
2410	>Mouse	mm9	chr2	160341430	160343002	 element 923 	 negative 
2411	>Mouse	mm9	chr17	44754669	44756593	 element 924 	 positive  
2412	>Mouse	mm9	chr11	113025594	113027244	 element 926 	 negative 
2413	>Mouse	mm9	chr5	38456294	38457933	 element 928 	 negative 
2414	>Mouse	mm9	chr3	127616644	127618219	 element 929 	 negative 
2415	>Mouse	mm9	chr3	128221691	128224234	 element 930 	 negative 
2416	>Mouse	mm9	chr14	24219932	24222183	 element 932 	 negative 
2417	>Mouse	mm9	chr13	116476827	116478248	 element 933 	 positive  
2418	>Mouse	mm9	chr1	195275523	195276379	 element 935 	 positive  
2419	>Mouse	mm9	chr15	63557902	63558889	 element 936 	 negative 
2420	>Mouse	mm9	chr7	137569279	137570835	 element 938 	 positive  
2421	>Mouse	mm9	chr13	48661327	48662432	 element 939 	 negative 
2422	>Mouse	mm9	chr1	135077245	135080794	 element 971 	 positive  
2423	>Mouse	mm9	chr13	47950533	47952080	 element 974 	 negative 
2424	>Mouse	mm9	chr9	120527563	120530649	 element 976 	 positive  
2425	>Mouse	mm9	chr13	37402835	37405679	 element 979 	 positive  
2426	>Mouse	mm9	chr11	77719512	77721230	 element 981 	 positive  
2427	>Mouse	mm9	chr8	91794564	91797381	 element 984 	 positive  
2428	>Mouse	mm9	chr8	8488054	8491339	 element 985 	 positive  
2429	>Mouse	mm9	chr16	30872748	30875402	 element 988 	 positive  
2430	>Mouse	mm9	chr7	98410260	98412140	 element 991 	 negative 
2431	>Mouse	mm9	chr8	33403263	33404602	 element 992 	 negative 
2432	>Mouse	mm9	chr4	97411819	97413428	 element 993 	 negative 
2433	>Mouse	mm9	chr5	132299744	132302297	 element 995 	 negative 
2434	>Mouse	mm9	chr3	35302616	35305632	 element 996 	 positive  
2435	>Mouse	mm9	chr1	64039868	64043146	 element 997 	 positive  
2436	>Mouse	mm9	chr11	114196889	114198926	 element 998 	 positive  
2437	>Mouse	mm9	chr11	96746513	96749479	 element 999 	 positive  
2438	>Mouse	mm9	chr1	170346159	170348567	 element 1000 	 negative 
2439	>Mouse	mm9	chr13	98661577	98663920	 element 1001 	 positive  
2440	>Mouse	mm9	chr12	81836832	81838690	 element 1002 	 negative 
2441	>Mouse	mm9	chr10	120083099	120086511	 element 1003 	 positive  
2442	>Mouse	mm9	chr2	128036470	128038306	 element 1004 	 negative 
2443	>Mouse	mm9	chr18	83284395	83287105	 element 1007 	 negative 
2444	>Mouse	mm9	chr16	43546737	43548674	 element 1009 	 negative 
2445	>Mouse	mm9	chr3	51542774	51543778	 element 1010 	 positive  
2446	>Mouse	mm9	chr5	34668796	34670205	 element 1015 	 negative 
2447	>Mouse	mm9	chr7	105962165	105965497	 element 1016 	 negative 
2448	>Mouse	mm9	chr1	74861638	74864881	 element 1017 	 positive  
2449	>Mouse	mm9	chr3	142090852	142094953	 element 1018 	 positive  
2450	>Mouse	mm9	chr6	51119198	51123798	 element 1019 	 negative 
2451	>Mouse	mm9	chr11	6954214	6957802	 element 1025 	 negative 
2452	>Mouse	mm9	chr7	53598948	53601161	 element 1035 	 negative 
2453	>Mouse	mm9	chr1	75780943	75784020	 element 1036 	 positive  
2454	>Mouse	mm9	chr1	75884884	75887894	 element 1038 	 negative 
2455	>Mouse	mm9	chr1	75797473	75801912	 element 1042 	 positive  
2456	>Mouse	mm9	chr1	75663304	75666673	 element 1043 	 negative 
2457	>Mouse	mm9	chr1	75793720	75796439	 element 1044 	 negative 
2458	>Mouse	mm9	chr1	75657328	75659829	 element 1045 	 positive  
2459	>Mouse	mm9	chr1	75879252	75883062	 element 1046 	 positive  
2460	>Mouse	mm9	chr18	54641248	54644594	 element 1051 	 negative 
2461	>Mouse	mm9	chr3	79793247	79796620	 element 1052 	 positive  
2462	>Mouse	mm9	chr1	188411390	188414852	 element 1053 	 negative 
2463	>Mouse	mm9	chr5	37102210	37106605	 element 1054 	 positive  
2464	>Mouse	mm9	chr3	101515666	101519278	 element 1055 	 negative 
2465	>Mouse	mm9	chr12	40121545	40124971	 element 1056 	 negative 
2466	>Mouse	mm9	chr11	65230747	65234369	 element 1058 	 negative 
2467	>Mouse	mm9	chr18	55783670	55787308	 element 1061 	 positive  
2468	>Mouse	mm9	chr6	91565044	91568515	 element 1062 	 negative 
2469	>Mouse	mm9	chr1	94685679	94689499	 element 1063 	 positive  
2470	>Mouse	mm9	chr2	169434589	169438095	 element 1064 	 positive  
2471	>Mouse	mm9	chr18	76947961	76952470	 element 1065 	 negative 
2472	>Mouse	mm9	chr6	50955004	50958667	 element 1066 	 negative 
2473	>Mouse	mm9	chr4	52102282	52105401	 element 1071 	 negative 
2474	>Mouse	mm9	chr2	113911787	113915939	 element 1073 	 negative 
2475	>Mouse	mm9	chr8	40540585	40543671	 element 1074 	 negative 
2476	>Mouse	mm9	chr3	149160298	149163362	 element 1076 	 negative 
2477	>Mouse	mm9	chr13	72460162	72463189	 element 1077 	 negative 
2478	>Mouse	mm9	chr1	130640035	130643464	 element 1079 	 negative 
2479	>Mouse	mm9	chr1	188422844	188425846	 element 1082 	 negative 
2480	>Mouse	mm9	chr9	18463399	18467097	 element 1083 	 negative 
2481	>Mouse	mm9	chr4	153845537	153848227	 element 1087 	 positive  
2482	>Mouse	mm9	chr4	154145214	154146454	 element 1088 	 positive  
2483	>Mouse	mm9	chr4	154160848	154162811	 element 1089 	 negative 
2484	>Mouse	mm9	chr4	154176010	154177259	 element 1090 	 positive  
2485	>Mouse	mm9	chr1	78055978	78058082	 element 1092 	 positive  
2486	>Mouse	mm9	chr1	78183670	78184795	 element 1094 	 negative 
2487	>Mouse	mm9	chr16	26025294	26026569	 element 1095 	 positive  
2488	>Mouse	mm9	chr19	37776187	37778925	 element 1096 	 negative 
2489	>Mouse	mm9	chr16	26040924	26042929	 element 1097 	 positive  
2490	>Mouse	mm9	chr19	47375696	47376732	 element 1098 	 positive  
2491	>Mouse	mm9	chr2	114633416	114634555	 element 1099 	 positive  
2492	>Mouse	mm9	chr2	114678745	114680238	 element 1100 	 negative 
2493	>Mouse	mm9	chr2	113435543	113436245	 element 1101 	 negative 
2494	>Mouse	mm9	chr11	103701937	103703543	 element 1102 	 positive  
2495	>Mouse	mm9	chr11	16458872	16459791	 element 1103 	 positive  
2496	>Mouse	mm9	chr17	84312445	84313572	 element 1105 	 positive  
2497	>Mouse	mm9	chr17	84337625	84339125	 element 1106 	 negative 
2498	>Mouse	mm9	chr17	84389331	84390883	 element 1107 	 negative 
2499	>Mouse	mm9	chr17	84581788	84583140	 element 1108 	 positive  
2500	>Mouse	mm9	chr17	84821060	84822278	 element 1109 	 positive  
2501	>Mouse	mm9	chr14	105878044	105880344	 element 1110 	 negative 
2502	>Mouse	mm9	chr14	105881390	105884180	 element 1111 	 positive  
2503	>Mouse	mm9	chr14	105970517	105973064	 element 1112 	 positive  
2504	>Mouse	mm9	chr14	106135424	106136496	 element 1113 	 negative 
2505	>Mouse	mm9	chr14	106378589	106380054	 element 1114 	 positive  
2506	>Mouse	mm9	chr2	159306446	159308439	 element 1115 	 negative 
2507	>Mouse	mm9	chr10	20960334	20962688	 element 1116 	 negative 
2508	>Mouse	mm9	chr14	61171563	61174868	 element 1122 	 positive  
2509	>Mouse	mm9	chr15	56551694	56553226	 element 1164 	 positive  
2510	>Mouse	mm9	chr5	38476616	38477909	 element 1165 	 positive  
2511	>Mouse	mm9	chrX	90313173	90316088	 element 1168 	 negative 
2512	>Mouse	mm9	chrX	90352269	90354594	 element 1169 	 negative 
2513	>Mouse	mm9	chr15	43538950	43542522	 element 1171 	 negative 
2514	>Mouse	mm9	chr4	105100079	105101213	 element 1174 	 negative 
2515	>Mouse	mm9	chr13	83711025	83711643	 element 1175 	 positive  
2516	>Mouse	mm9	chr4	104772719	104773834	 element 1176 	 positive  
2517	>Mouse	mm9	chr5	120060934	120063445	 element 1177 	 positive  
2518	>Mouse	mm9	chr5	120100229	120102759	 element 1178 	 positive  
2519	>Mouse	mm9	chr13	15434540	15436055	 element 1179 	 positive  
2520	>Mouse	mm9	chr13	15537265	15538555	 element 1180 	 negative 
2521	>Mouse	mm9	chr12	54975298	54977609	 element 1188 	 positive  
2522	>Mouse	mm9	chr5	29641421	29642207	 element 1189 	 positive  
2523	>Mouse	mm9	chr5	24000311	24001818	 element 1191 	 positive  
2524	>Mouse	mm9	chr16	97228892	97230453	 element 1194 	 negative 
2525	>Mouse	mm9	chr8	94236336	94240424	 element 1211 	 positive  
2526	>Mouse	mm9	chr1	194648549	194650114	 element 1213 	 negative 
2527	>Mouse	mm9	chr2	22475138	22476467	 element 1232 	 negative 
2528	>Mouse	mm9	chr5	132000566	132001785	 element 1235 	 negative 
2529	>Mouse	mm9	chr14	123270776	123271899	 element 1255 	 negative 
2530	>Mouse	mm9	chr3	48607726	48609108	 element 1260 	 negative 
2531	>Mouse	mm9	chr4	106697141	106699010	 element 1261 	 positive  
2532	>Mouse	mm9	chr5	120245912	120247684	 element 1282 	 negative 
2533	>Mouse	mm9	chr8	59811925	59813688	 element 1283 	 positive  
2534	>Mouse	mm9	chr11	112310843	112312735	 element 1285 	 negative 
2535	>Mouse	mm9	chr14	55622602	55623750	 element 1288 	 positive  
2536	>Mouse	mm9	chr11	17349241	17351381	 element 1290 	 positive  
2537	>Mouse	mm9	chr8	129189321	129191656	 element 1295 	 positive  
2538	>Mouse	mm9	chr9	22815322	22817199	 element 1296 	 positive  
2539	>Mouse	mm9	chr4	131039087	131041628	 element 1297 	 positive  
2540	>Mouse	mm9	chr2	166251904	166254160	 element 1298 	 positive  
2541	>Mouse	mm9	chr11	96733570	96735768	 element 1299 	 positive  
2542	>Mouse	mm9	chr13	51315634	51318066	 element 1300 	 positive  
2543	>Mouse	mm9	chr16	44631628	44633739	 element 1301 	 negative 
2544	>Mouse	mm9	chr9	102545648	102547512	 element 1302 	 positive  
2545	>Mouse	mm9	chr10	60995425	61000401	 element 1303 	 negative 
2546	>Mouse	mm9	chr15	75477139	75480138	 element 1304 	 positive  
2547	>Mouse	mm9	chr9	121210706	121215001	 element 1305 	 negative 
2548	>Mouse	mm9	chr1	38253589	38258706	 element 1306 	 negative 
2549	>Mouse	mm9	chr13	34377263	34382362	 element 1307 	 positive  
2550	>Mouse	mm9	chr4	97313903	97317906	 element 1308 	 negative 
2551	>Mouse	mm9	chr11	117204339	117209430	 element 1309 	 positive  
2552	>Mouse	mm9	chr12	12714218	12718924	 element 1310 	 positive  
2553	>Mouse	mm9	chr4	62272177	62276366	 element 1311 	 negative 
2554	>Mouse	mm9	chr2	103464143	103467689	 element 1312 	 positive  
2555	>Mouse	mm9	chr2	130315050	130319592	 element 1313 	 positive  
2556	>Mouse	mm9	chr6	91094557	91099332	 element 1314 	 positive  
2557	>Mouse	mm9	chr16	23502881	23507429	 element 1315 	 positive  
2558	>Mouse	mm9	chr6	93768350	93773377	 element 1316 	 positive  
2559	>Mouse	mm9	chr1	99435074	99439318	 element 1317 	 positive  
2560	>Mouse	mm9	chr6	50304038	50307302	 element 1318 	 negative 
2561	>Mouse	mm9	chr18	5185220	5188223	 element 1319 	 negative 
2562	>Mouse	mm9	chr7	87263180	87267149	 element 1320 	 negative 
2563	>Mouse	mm9	chr6	39491754	39496348	 element 1321 	 positive  
2564	>Mouse	mm9	chr18	65673857	65677447	 element 1322 	 positive  
2565	>Mouse	mm9	chr11	98762967	98767955	 element 1323 	 positive  
2566	>Mouse	mm9	chr2	84358122	84360960	 element 1324 	 positive  
2567	>Mouse	mm9	chr2	30860459	30863597	 element 1325 	 negative 
2568	>Mouse	mm9	chr17	30685485	30689495	 element 1326 	 positive  
2569	>Mouse	mm9	chr3	121438015	121440547	 element 1327 	 negative 
2570	>Mouse	mm9	chr2	101430145	101434498	 element 1328 	 positive  
2571	>Mouse	mm9	chr18	34290952	34294024	 element 1329 	 positive  
2572	>Mouse	mm9	chr13	68710405	68714227	 element 1330 	 positive  
2573	>Mouse	mm9	chr18	61508461	61511783	 element 1331 	 negative 
2574	>Mouse	mm9	chr4	134812881	134816704	 element 1332 	 negative 
2575	>Mouse	mm9	chr1	40002455	40007317	 element 1333 	 positive  
2576	>Mouse	mm9	chr13	84921390	84925571	 element 1334 	 positive  
2577	>Mouse	mm9	chr8	81264413	81267441	 element 1335 	 positive  
2578	>Mouse	mm9	chr8	89675106	89678195	 element 1336 	 positive  
2579	>Mouse	mm9	chr9	40879722	40882770	 element 1337 	 positive  
2580	>Mouse	mm9	chr12	5273244	5276374	 element 1338 	 positive  
2581	>Mouse	mm9	chr16	37812733	37815651	 element 1339 	 negative 
2582	>Mouse	mm9	chr5	77915965	77918950	 element 1340 	 positive  
2583	>Mouse	mm9	chr14	73633763	73636133	 element 1341 	 positive  
2584	>Mouse	mm9	chr1	12993828	12996637	 element 1342 	 negative 
2585	>Mouse	mm9	chr11	54692688	54697659	 element 1343 	 positive  
2586	>Mouse	mm9	chr4	57549272	57553097	 element 1344 	 positive  
2587	>Mouse	mm9	chr4	24144061	24147950	 element 1345 	 negative 
2588	>Mouse	mm9	chr2	165845157	165848962	 element 1346 	 positive  
2589	>Mouse	mm9	chrX	96761917	96764647	 element 1347 	 positive  
2590	>Mouse	mm9	chr11	107623487	107625498	 element 1348 	 positive  
2591	>Mouse	mm9	chr11	77738264	77741018	 element 1349 	 negative 
2592	>Mouse	mm9	chr18	39388954	39391193	 element 1350 	 negative 
2593	>Mouse	mm9	chr19	53485525	53487959	 element 1351 	 positive  
2594	>Mouse	mm9	chr16	32852170	32855955	 element 1352 	 positive  
2595	>Mouse	mm9	chr6	145403686	145408106	 element 1353 	 negative 
2596	>Mouse	mm9	chr2	33697059	33701118	 element 1354 	 negative 
2597	>Mouse	mm9	chr1	75401830	75406059	 element 1355 	 negative 
2598	>Mouse	mm9	chr5	102395744	102399405	 element 1356 	 negative 
2599	>Mouse	mm9	chr1	31158444	31161289	 element 1357 	 negative 
2600	>Mouse	mm9	chr1	68825903	68828605	 element 1358 	 negative 
2601	>Mouse	mm9	chr12	81069617	81072879	 element 1359 	 positive  
2602	>Mouse	mm9	chr3	121735128	121737942	 element 1360 	 negative 
2603	>Mouse	mm9	chr16	37892230	37895304	 element 1361 	 positive  
2604	>Mouse	mm9	chr8	11356668	11359383	 element 1362 	 negative 
2605	>Mouse	mm9	chr1	129651379	129655643	 element 1363 	 negative 
2606	>Mouse	mm9	chr6	112763556	112766918	 element 1364 	 negative 
2607	>Mouse	mm9	chr3	63673741	63676349	 element 1365 	 negative 
2608	>Mouse	mm9	chr5	119115486	119118887	 element 1366 	 negative 
2609	>Mouse	mm9	chr9	95713136	95716028	 element 1367 	 positive  
2610	>Mouse	mm9	chr2	117252816	117256342	 element 1368 	 positive  
2611	>Mouse	mm9	chr1	160195598	160198177	 element 1369 	 positive  
2612	>Mouse	mm9	chr3	76269644	76273343	 element 1370 	 positive  
2613	>Mouse	mm9	chr9	13502414	13505204	 element 1371 	 positive  
2614	>Mouse	mm9	chr1	75284862	75287747	 element 1372 	 positive  
2615	>Mouse	mm9	chr2	168518619	168521392	 element 1375 	 positive  
2616	>Mouse	mm9	chr13	12594345	12597146	 element 1376 	 positive  
2617	>Mouse	mm9	chr2	156638937	156641879	 element 1377 	 positive  
2618	>Mouse	mm9	chr9	21361174	21364364	 element 1378 	 negative 
2619	>Mouse	mm9	chr7	35050174	35054812	 element 1379 	 positive  
2620	>Mouse	mm9	chr2	44909191	44913990	 element 1380 	 negative 
2621	>Mouse	mm9	chr19	10734265	10738378	 element 1381 	 negative 
2622	>Mouse	mm9	chr10	69105457	69109712	 element 1382 	 negative 
2623	>Mouse	mm9	chr6	50286189	50288925	 element 1383 	 negative 
2624	>Mouse	mm9	chr11	102911136	102914616	 element 1384 	 negative 
2625	>Mouse	mm9	chr8	92516582	92519349	 element 1385 	 positive  
2626	>Mouse	mm9	chr6	114752658	114755344	 element 1386 	 negative 
2627	>Mouse	mm9	chr4	131588028	131592067	 element 1387 	 positive  
2628	>Mouse	mm9	chr3	51711493	51714567	 element 1388 	 positive  
2629	>Mouse	mm9	chr17	4038923	4041381	 element 1389 	 negative 
2630	>Mouse	mm9	chr18	69706161	69709018	 element 1390 	 negative 
2631	>Mouse	mm9	chr2	132252190	132254838	 element 1391 	 positive  
2632	>Mouse	mm9	chr3	97896495	97899340	 element 1392 	 negative 
2633	>Mouse	mm9	chr12	80896781	80899359	 element 1393 	 positive  
2634	>Mouse	mm9	chr8	118687658	118690168	 element 1394 	 positive  
2635	>Mouse	mm9	chrX	22474415	22477133	 element 1395 	 positive  
2636	>Mouse	mm9	chr7	6803218	6806107	 element 1396 	 negative 
2637	>Mouse	mm9	chr7	83582528	83585249	 element 1397 	 positive  
2638	>Mouse	mm9	chr5	99701432	99704258	 element 1398 	 negative 
2639	>Mouse	mm9	chrX	99180954	99183481	 element 1399 	 negative 
2640	>Mouse	mm9	chr15	30441205	30443717	 element 1400 	 positive  
2641	>Mouse	mm9	chr7	142329604	142332301	 element 1401 	 positive  
2642	>Mouse	mm9	chr2	170661529	170664941	 element 1402 	 positive  
2643	>Mouse	mm9	chr13	39972062	39974802	 element 1403 	 positive  
2644	>Mouse	mm9	chr7	141869653	141872185	 element 1405 	 negative 
2645	>Mouse	mm9	chr9	120511026	120513650	 element 1406 	 positive  
2646	>Mouse	mm9	chr7	116850326	116855192	 element 1407 	 positive  
2647	>Mouse	mm9	chr13	15303835	15306508	 element 1409 	 negative 
2648	>Mouse	mm9	chr13	15517849	15519450	 element 1411 	 negative 
2649	>Mouse	mm9	chr13	15761774	15763030	 element 1412 	 negative 
2650	>Mouse	mm9	chr13	71870982	71873154	 element 1414 	 negative 
2651	>Mouse	mm9	chr3	89094112	89097133	 element 1415 	 positive  
2652	>Mouse	mm9	chr1	12499257	12501974	 element 1416 	 positive  
2653	>Mouse	mm9	chr15	102789322	102791523	 element 1417 	 positive  
2654	>Mouse	mm9	chr1	12488985	12492164	 element 1424 	 negative 
2655	>Mouse	mm9	chr10	96508744	96511858	 element 1425 	 negative 
2656	>Mouse	mm9	chr10	21340507	21343330	 element 1426 	 positive  
2657	>Mouse	mm9	chr13	15650939	15652677	 element 1440 	 negative 
2658	>Mouse	mm9	chr12	88163880	88168062	 element 1444 	 positive  
2659	>Mouse	mm9	chr1	135957131	135962749	 element 1445 	 positive  
2660	>Mouse	mm9	chr14	25926641	25930222	 element 1446 	 positive  
2661	>Mouse	mm9	chr2	20930433	20933869	 element 1447 	 positive  
2662	>Mouse	mm9	chr7	118265162	118266938	 element 1448 	 negative 
2663	>Mouse	mm9	chr15	98797910	98802972	 element 1449 	 positive  
2664	>Mouse	mm9	chr19	45131971	45134332	 element 1450 	 negative 
2665	>Mouse	mm9	chr5	112665149	112669540	 element 1451 	 positive  
2666	>Mouse	mm9	chr3	51591774	51595791	 element 1452 	 positive  
2667	>Mouse	mm9	chr5	125620436	125623127	 element 1453 	 negative 
2668	>Mouse	mm9	chr2	24980365	24983610	 element 1454 	 positive  
2669	>Mouse	mm9	chr12	111184714	111188504	 element 1456 	 positive  
